OBJECTID,STREET_NAME,LENGTH_MILES,STATUS,COMPKEY,CATALYTIC_PROJECTS,NETWORK,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,SHAPE_Length
42347,35TH AVE NE,0.05000405,UPGRADE,5370,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",244,,,264.021377030671
42348,35TH AVE NE,0.05000435,UPGRADE,5373,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",244,,,264.022981113518
42349,4TH AVE,0.08065722,UPGRADE,6130,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",297,,,425.870096644185
42350,AIRPORT WAY S,0.06823619,UPGRADE,8691,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",358,,,360.287102144567
42351,BROADWAY E,0.05425553,UPGRADE,9456,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",385,,,286.469212265922
42352,FAUNTLEROY WAY SW,0.02197063,UPGRADE,10409,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",475,,,116.004931907184
42353,NW 54TH ST,0.10205171,UPGRADE,274363,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",675,,,538.833048284756
42354,12TH AVE E,0.07931668,UPGRADE,1554,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",115,,,418.79206621452
42355,15TH AVE S,0.15176408,UPGRADE,2169,0,LOCAL,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",145,,,801.31436810801
42356,35TH AVE NE,0.09211073,UPGRADE,5391,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",243,,,486.344677138146
42357,MAGNOLIA BLVD W,0.00760681,UPGRADE,165398,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",557,,,40.163959652349
42358,10TH AVE E,0.0944512,UPGRADE,1290,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",385,,,498.702319452778
42359,FREMONT AVE N,0.05109076,UPGRADE,10502,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",484,,,269.759188828889
42360,LAKEVIEW BLVD E,0.10074912,UPGRADE,11280,0,LOCAL,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",382,,,531.955354761616
42361,M L KING JR WAY S,0.04061243,UPGRADE,11507,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",555,,,214.433627928717
42362,EAST MARGINAL WAY S,0.33507633,UPGRADE,14416,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",461,,,1769.20303908721
42363,E UNION ST,0.06334822,UPGRADE,14896,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",451,,,334.478607055184
42364,N 34TH ST,0.05571453,UPGRADE,15294,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",586,,,294.17270883221
42365,NE 125TH ST,0.04063938,UPGRADE,16487,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",619,,,214.575928888339
42366,NE 45TH ST,0.09385347,UPGRADE,16867,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",630,,,495.546295312199
42367,AIRPORT WAY S,0.06343987,UPGRADE,8696,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",358,,,334.962531883121
42368,ROOSEVELT WAY NE,0.05035969,UPGRADE,12616,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",703,,,265.899178889179
42371,PHINNEY AVE N,0.04788275,UPGRADE,12154,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",679,,,252.820937834063
42373,YESLER WAY,0.08030692,UPGRADE,13764,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",676,,,424.020519883929
42376,NE 125TH ST,0.06358144,UPGRADE,16482,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",622,,,335.710020284924
42378,NE 71ST ST,0.08238195,UPGRADE,17438,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",644,,,434.9767106709
42379,35TH AVE NE,0.08007428,UPGRADE,5393,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",243,,,422.792216151395
42380,7TH AVE,0.05686986,UPGRADE,8163,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",335,,,300.272863445843
42382,31ST AVE S,0.08652329,MEETS,4838,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,456.842996142661
42383,E JEFFERSON ST,0.06099092,MEETS,14221,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,322.032050551992
42384,NW 58TH ST,0.11922403,MEETS,18500,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,629.502866103629
42385,23RD AVE S,0.08056129,MEETS,3468,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,425.363634854379
42386,31ST AVE S,0.08987873,MEETS,4847,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,474.559672587001
42387,8TH AVE NW,0.0453739,MEETS,8378,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,239.574215056705
42388,NE 54TH ST,0.01693944,MEETS,17009,0,LOCAL,,"In Street, Minor Separation",,0,,,89.440266774799
42389,NW 58TH ST,0.10056104,MEETS,18493,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,530.9622715463
42390,S GENESEE ST,0.04640363,MEETS,20100,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,728,,,245.011163792743
42391,TAYLOR AVE N,0.04371472,MEETS,334520,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,230.813712825853
42392,WESTERN AVE,0.08069428,MEETS,13507,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,426.065786160421
42393,E CHERRY ST,0.06098704,MEETS,13886,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,322.011556094427
42394,N 43RD ST,0.05212361,MEETS,15497,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,275.212662167455
42395,S GENESEE ST,0.11666726,MEETS,20102,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,616.003155876246
42396,37TH AVE S,0.1233646,MEETS,5745,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,651.365085342117
42397,NE RAVENNA EB BV,0.05619615,MEETS,18070,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,660,,,296.71565666876
42398,18TH AVE S,0.05804008,MEETS,2607,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,306.451604051889
42399,31ST AVE S,0.09197373,MEETS,4830,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,485.621273165896
42400,5TH AVE NE,0.08244046,MEETS,7288,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,435.285649878919
42401,NICKERSON ST,0.0424787,MEETS,11968,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,224.287531572258
42402,UNIVERSITY WAY NE,0.01504289,MEETS,13228,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,404,,,79.4264635149259
42403,S SPOKANE ST,0.04841532,MEETS,21295,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,255.632895460018
42405,FREMONT AVE N,0.06255524,MEETS,10541,0,CITYWIDE,,Neighborhood Greenway,,0,,,330.291645881436
42406,FREMONT AVE N,0.07726397,MEETS,10550,0,CITYWIDE,,Neighborhood Greenway,,0,,,407.953773189895
42407,NE 75TH ST,0.04926443,MEETS,17530,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,646,,,260.116205550483
42408,NE CAMPUS EB PY,0.08064423,MEETS,17986,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,657,,,425.801555608301
42409,NW DOCK PL,0.05052656,MEETS,19191,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,266.780249613718
42410,15TH AVE S,0.0682091,MEETS,2138,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,360.144061504546
42411,18TH AVE S,0.05979287,MEETS,2609,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,315.706378233005
42412,CALIFORNIA AVE SW,0.08036722,MEETS,9575,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,424.338912003105
42413,NE 65TH ST,0.02366136,MEETS,17255,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,124.931986612863
42414,14TH AVE S,0.04269634,MEETS,1927,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,225.436651753011
42415,14TH AVE S,0.06419094,MEETS,1955,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,146,,,338.928161244467
42416,12TH AVE S,0.05285004,MEETS,1677,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,279.048202935187
42417,5TH AVE N,0.06397801,MEETS,7275,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,337.803876658325
42418,ROOSEVELT WAY NE,0.05524242,MEETS,12604,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,706,,,291.679995456273
42419,STONE WAY N,0.15019686,MEETS,12957,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,793.039395373885
42421,NE CAMPUS EB PY,0.05357541,MEETS,17987,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,657,,,282.878159844317
42422,DELRIDGE WAY SW,0.0912569,,9992,,,2013-12-31T00:00:00.000Z,Sharrow,,,,,481.836445479066
42423,DELRIDGE WAY SW,0.06283606,,9990,,,2013-12-31T00:00:00.000Z,Sharrow,,,,,331.774412476732
42424,DELRIDGE WAY SW,0.11981813,,9994,,,2013-12-31T00:00:00.000Z,Sharrow,,,,,632.63970716939
42425,DELRIDGE WAY SW,0.08521813,,9989,,,,Sharrow,,,,,449.951750948163
42426,DELRIDGE WAY SW,0.12401594,,9985,,,,Sharrow,,,,,654.804167697511
42427,FAUNTLEROY WAY SW,0.02547547,UPGRADE,652860,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",479,,,134.510484923244
42428,35TH AVE NE,0.19038979,,5398,,,2009-12-31T00:00:00.000Z,Sharrow,,,,,1005.25811672451
42429,N 65TH ST,0.02364981,,15797,,,2011-12-31T00:00:00.000Z,Sharrow,,,,,124.871019749157
42430,N 65TH ST,0.0300474,,15798,,,2011-12-31T00:00:00.000Z,Sharrow,,,,,158.650293407747
42431,N 65TH ST,0.02758474,,15799,,,2011-12-31T00:00:00.000Z,Sharrow,,,,,145.647419950754
42432,WOODLAWN AVE N,0.06725842,,13698,,,2011-12-31T00:00:00.000Z,Sharrow,,,,,355.124451736752
42433,N 64TH ST,0.05972716,,15783,,,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,315.359386644431
42434,NE RAVENNA WB BV,0.11333111,,18082,,,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,,,,598.388264361838
42435,NE RAVENNA WB BV,0.07854551,,18090,,,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,,,,414.720318696006
42436,PORTSIDE TRAIL,0.6026199,MEETS,,0,CITYWIDE,2015-12-31T00:00:00.000Z,Multi-use Trail,,,,,3181.83307831804
42437,S ROYAL BROUGHAM WAY,0.05279768,UPGRADE,4517,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",768,,,278.771751433316
42438,S ROYAL BROUGHAM WAY,0.23323789,UPGRADE,527192,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",768,,,1231.49607812335
42448,GREENWOOD AVE N,0.05000603,UPGRADE,10748,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",496,,,264.031824999829
42449,ROOSEVELT WAY NE,0.0629103,UPGRADE,12635,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",702,,,332.166370436938
42451,FAUNTLEROY WAY SW,0.07153919,UPGRADE,10400,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",475,,,377.726900759447
42452,EAST GREEN LAKE DR N,0.05704273,UPGRADE,14065,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",457,,,301.18560239464
42453,20TH AVE NE,0.10857811,UPGRADE,2962,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",170,,,573.292425773357
42454,32ND AVE NW,0.04642008,UPGRADE,4987,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",229,,,245.098006474637
42455,AIRPORT WAY S,0.04250013,UPGRADE,8692,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",358,,,224.40070526041
42457,ELLIS AVE S,0.1041488,UPGRADE,10231,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",711,,,549.905678393579
42458,6TH AVE S,0.05443923,UPGRADE,8018,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",332,,,287.439140951367
42460,PHINNEY AVE N,0.04708231,UPGRADE,12146,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",679,,,248.594600102508
42461,DELRIDGE WAY SW,0.03521786,,9988,,,,Sharrow,,,,,185.950292984026
42462,PHINNEY AVE N,0.09374578,UPGRADE,12152,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",679,,,494.977734039141
42463,E YESLER WAY,0.06113085,UPGRADE,14939,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",454,,,322.770877845501
42464,GREENWOOD AVE N,0.05040036,UPGRADE,10745,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",496,,,266.1138985084
42465,35TH AVE NE,0.05951887,UPGRADE,5386,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",241,,,314.259616297712
42466,FAUNTLEROY WAY SW,0.0820163,UPGRADE,10397,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",479,,,433.046063378399
42467,S OTHELLO ST,0.14055549,MEETS,21060,0,LOCAL,,"In Street, Minor Separation",,0,,,742.13298098727
42469,39TH AVE NE,0.12643921,MEETS,5990,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,667.599022668425
42470,NE 75TH ST,0.0503022,MEETS,17522,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,647,,,265.595619316546
42471,BEACON WR AVE S,0.04222965,MEETS,9149,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,222.972566060847
42472,50TH AVE S,0.0813847,MEETS,7444,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,429.711206627503
42473,12TH AVE,0.02562092,MEETS,1527,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,135.278478374693
42474,14TH AVE S,0.05802922,MEETS,1920,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,306.394267245533
42476,6TH AVE,0.08067447,MEETS,7889,0,LOCAL,,"In Street, Minor Separation",,0,,,425.961205763143
42477,BEACH DR SW,0.05383793,MEETS,9102,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,370,,,284.264290829558
42480,NW 65TH ST,0.02055821,MEETS,18633,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,,0,,,108.547344304497
42481,BEACON ER AVE S,0.13715598,MEETS,167613,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,724.183570034323
42483,BEACON WR AVE S,0.04063644,MEETS,9131,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,214.560428776605
42486,CARKEEK DR S,0.01932832,MEETS,9607,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,102.053537326363
42488,BEACON ER AVE S,0.06815439,MEETS,167427,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,359.855177944401
42493,FUHRMAN AVE E,0.07326318,MEETS,10573,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,,0,,,386.829609868843
42494,BURKE GILMAN TRL,0.32642384,MEETS,287220,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1723.51789099098
42495,CALIFORNIA AVE SW,0.12469878,MEETS,9543,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,,0,,,658.409553451081
42496,BURKE GILMAN TRL,0.05389766,MEETS,287246,0,CITYWIDE,1980-12-31T00:00:00.000Z,Multi-use Trail,,0,,,284.579639743953
42497,BEACON ER AVE S,0.05794827,MEETS,269433,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,305.966887228877
42498,19TH AVE,0.06024421,MEETS,2651,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,318.089425037522
42499,SHIP CANAL TRL,0.37578604,MEETS,287090,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1984.15028747545
42500,8TH AVE NW,0.04999513,MEETS,8415,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,263.974278651686
42501,SHIP CANAL TRL,0.15713036,MEETS,287076,0,CITYWIDE,2010-12-31T00:00:00.000Z,Multi-use Trail,,0,,,829.648282213384
42506,16TH AVE SW,0.06313329,MEETS,2346,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,333.343775277803
42508,BURKE GILMAN TRL,0.11442745,MEETS,287254,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,604.176919282113
42509,BEACON ER AVE S,0.06779876,MEETS,167265,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,357.977435309506
42512,DUWAMISH RIVER TRL,0.34967352,MEETS,286973,0,CITYWIDE,1990-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1846.27617105464
42515,HARBOR AVE SW,0.13880247,,10816,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,732.877034550668
42516,ALKI AVE SW,0.1547,,8783,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,816.815980913874
42517,ALKI AVE SW,0.10528173,,8787,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,555.887553016662
42518,HARBOR AVE SW,0.0549243,,10813,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,290.000313037566
42519,ALKI AVE SW,0.20200359,,8786,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1066.57894264841
42520,ALKI AVE SW,0.03324161,,8801,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,175.515681791772
42521,ALKI AVE SW,0.07670615,,8791,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,405.008451608015
42522,ALKI AVE SW,0.06704266,,8797,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,353.985223395222
42523,HARBOR AVE SW,0.26223392,,10814,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1384.59509892806
42524,ALKI AVE SW,0.20883815,,8785,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1102.66541337152
42525,HARBOR AVE SW,0.02703113,,10818,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,142.724381624231
42526,HARBOR AVE SW,0.12083282,,10812,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,637.99726886126
42527,ALKI AVE SW,0.10722059,,8788,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,566.124701713442
42528,ALKI AVE SW,0.06866244,,8792,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,362.53767960378
42529,ALKI AVE SW,0.04889965,,8794,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,258.190131287289
42530,HARBOR AVE SW,0.07539699,,10819,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,398.096100392246
42531,ALKI AVE SW,0.0800593,,8789,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,422.713089273752
42532,ALKI AVE SW,0.13831119,,8782,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,730.283071984154
42533,ALKI AVE SW,0.0538192,,8795,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,284.165381057623
42534,ALKI AVE SW,0.06616559,,8800,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,349.354315382177
42535,HARBOR AVE SW,0.34934179,,10821,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1844.52467133651
42536,HARBOR AVE SW,0.32196895,,10820,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1699.99605796054
42537,HARBOR AVE SW,0.23122865,,10815,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1220.88725716243
42538,24TH AVE NW,0.05036331,MEETS,3592,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,265.918281017856
42539,ALKI AVE SW,0.06703241,,8798,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,353.93112949709
42540,ALKI AVE SW,0.0310102,,8790,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,163.733874475439
42541,ALKI AVE SW,0.06704006,,8799,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,353.971517052345
42542,HARBOR AVE SW,0.23300041,,10817,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,1230.24216648627
42545,E DENNY WAY,0.0518202,MEETS,13977,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,425,,,273.610682376634
42546,24TH AVE NW,0.05036341,MEETS,3593,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,265.918822436219
42547,63RD AVE SW,0.12482897,MEETS,8116,0,LOCAL,,"In Street, Minor Separation",,329,,,659.096948462674
42548,ELLIOTT AVE,0.08071555,MEETS,10203,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,426.178101812421
42549,15TH AVE S,0.0772682,MEETS,2143,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,407.976103526163
42550,17TH AVE SW,0.1237703,MEETS,2506,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,819,,,653.507163683479
42553,14TH AVE S,0.06820621,MEETS,1929,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,360.128801010485
42554,12TH AVE S,0.04572497,MEETS,1674,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,241.427825108041
42555,15TH AVE S,0.05996626,MEETS,2167,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,316.621835523325
42556,15TH AVE S,0.03916659,MEETS,2151,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,206.799596454283
42557,8TH AVE NW,0.05125949,MEETS,8399,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,270.650128635881
42558,CHERRY ST,0.00969983,MEETS,490131,0,LOCAL,,"In Street, Major Separation",,0,,,51.2151237183948
42559,S OTHELLO ST,0.06309017,MEETS,21055,0,LOCAL,,"In Street, Minor Separation",,0,,,333.11608890259
42561,16TH AVE SW,0.25835183,MEETS,2334,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,1364.0976654939
42562,17TH AVE NW,0.05035905,MEETS,2443,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,265.895757960558
42563,18TH AVE S,0.13818343,MEETS,2610,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,729.608484917335
42564,ALKI AVE SW,0.07263299,,8796,,,2008-12-31T00:00:00.000Z,Sharrow,,,,,383.502184734074
42565,SW ADMIRAL WAY,0.02062194,UPGRADE,21696,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",792,,,108.883853531774
42570,BROADWAY E,0.07881935,UPGRADE,9454,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",385,,,416.166183722414
42572,ROOSEVELT WAY NE,0.06274982,UPGRADE,12644,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",702,,,331.319054909403
42575,E UNION ST,0.06041417,UPGRADE,14901,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",452,,,318.98681373445
42582,BURKE GILMAN TRL,0.27968095,MEETS,287261,0,CITYWIDE,1970-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1476.71542881242
42583,37TH AVE E,0.18264838,MEETS,5690,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,256,,,964.383443989292
42584,5TH AVE NE,0.02860588,MEETS,7257,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,,0,,,151.039072468299
42586,FAUNTLEROY WAY SW,0.08991893,UPGRADE,10392,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",479,,,474.771928465704
42588,SWIFT AVE S,0.02756738,UPGRADE,13043,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",835,,,145.555746430652
42593,19TH AVE E,0.10903582,MEETS,2656,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,575.709138365297
42594,21ST AVE E,0.05625611,MEETS,3112,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,430,,,297.032254595978
42595,35TH AVE NE,0.12292714,UPGRADE,5390,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",242,,,649.055282641053
42597,SODO TRAIL,0.14969427,MEETS,581857,0,CITYWIDE,2000-12-31T00:00:00.000Z,Multi-use Trail,,,,,790.385730467392
42598,SODO TRAIL,0.44407705,MEETS,581855,0,CITYWIDE,2000-12-31T00:00:00.000Z,Multi-use Trail,,,,,2344.72684925777
