Date,Hour,Total_I90,Ped_I90,Bike_I90,Total_SR520,Ped_EB_SR520,Ped_WB_SR520,Bike_EB_SR520,Bike_WB_SR520,I90 Location,SR520 Location
29/07/2015,11:00,64,13,51,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,12:00,47,15,32,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,13:00,26,3,23,7,1,0,1,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,14:00,24,2,22,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,15:00,53,7,46,8,0,0,7,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,16:00,86,4,82,26,0,0,20,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,17:00,145,8,137,42,1,1,26,14,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,18:00,107,13,94,37,1,0,24,12,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,19:00,95,10,85,20,0,0,12,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,20:00,35,2,33,13,2,0,9,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,21:00,14,4,10,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,22:00,4,3,1,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
29/07/2015,23:00,6,1,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,0:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,4:00,6,2,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/9/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,5:00,15,3,12,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,6:00,58,16,42,6,0,1,0,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,7:00,104,19,85,22,0,1,10,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,8:00,86,6,80,31,0,2,16,13,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,9:00,85,15,70,23,0,0,10,13,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,10:00,48,8,40,9,1,1,2,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,11:00,119,81,38,12,0,1,2,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,12:00,47,11,36,5,0,1,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,13:00,39,4,35,4,0,0,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,14:00,53,7,46,8,1,0,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,15:00,55,8,47,6,0,0,5,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,16:00,76,8,68,20,1,0,14,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,17:00,129,7,122,36,1,0,26,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,18:00,114,19,95,31,0,1,20,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,19:00,66,11,55,14,1,0,7,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,20:00,27,2,25,5,1,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,21:00,10,2,8,6,2,3,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,22:00,3,1,2,3,1,2,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
30/07/2015,23:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,0:00,0,0,0,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,3:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,4:00,5,1,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,5:00,14,3,11,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,6:00,55,15,40,6,1,0,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,7:00,100,13,87,17,0,0,8,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,8:00,87,10,77,20,2,0,9,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,9:00,84,16,68,23,1,1,12,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,10:00,80,12,68,12,2,1,5,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,11:00,112,21,91,11,0,0,4,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,12:00,111,31,80,4,1,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,13:00,51,7,44,10,1,0,5,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,14:00,125,14,111,9,0,1,6,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,15:00,81,12,69,11,0,0,9,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,16:00,109,17,92,16,0,0,13,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,17:00,117,17,100,33,3,0,25,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,18:00,81,17,64,8,0,0,6,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,19:00,36,6,30,10,1,0,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,20:00,24,6,18,11,2,2,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,21:00,15,8,7,3,0,1,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,22:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
31/07/2015,23:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,0:00,3,1,2,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,3:00,0,0,0,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,4:00,2,2,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,5:00,4,1,3,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,6:00,41,15,26,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,7:00,67,16,51,13,1,0,7,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,8:00,133,23,110,13,0,1,6,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,9:00,170,27,143,20,1,2,8,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,10:00,234,27,207,28,0,1,12,15,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,11:00,327,66,261,25,0,3,5,17,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,12:00,337,91,246,25,1,0,11,13,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,13:00,161,34,127,7,1,0,5,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,14:00,322,49,273,7,0,0,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,15:00,249,38,211,16,0,1,11,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,16:00,66,7,59,11,0,0,9,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,17:00,28,2,26,7,1,0,6,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,18:00,44,9,35,8,1,0,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,19:00,23,1,22,4,1,1,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,20:00,12,2,10,2,0,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,21:00,26,8,18,1,0,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/8/2015,23:00,2,0,2,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,1:00,0,0,0,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,4:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,5:00,2,2,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,6:00,22,4,18,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,7:00,39,12,27,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,8:00,103,17,86,10,0,0,8,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,9:00,193,37,156,20,0,0,9,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,10:00,204,33,171,9,0,2,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,11:00,296,65,231,12,0,0,3,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,12:00,357,85,272,19,1,0,6,12,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,13:00,193,70,123,11,0,0,2,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,14:00,397,81,316,7,0,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,15:00,266,58,208,8,0,1,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,16:00,71,10,61,4,0,0,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,17:00,67,17,50,4,0,0,4,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,18:00,33,3,30,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,19:00,29,5,24,5,1,0,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,20:00,5,0,5,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,21:00,7,5,2,2,0,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,22:00,4,0,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
2/8/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,4:00,4,1,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,5:00,20,5,15,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,6:00,47,12,35,10,3,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,7:00,75,22,53,25,0,1,7,17,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,8:00,80,23,57,21,0,2,12,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,9:00,53,6,47,22,0,1,9,12,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,10:00,30,5,25,8,3,1,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,11:00,20,4,16,6,1,0,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,12:00,37,6,31,5,0,1,4,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,13:00,23,2,21,6,1,0,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,14:00,27,3,24,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,15:00,32,5,27,6,0,0,6,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,16:00,78,10,68,18,1,0,14,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,17:00,125,14,111,38,1,1,21,15,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,18:00,123,17,106,28,0,0,19,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,19:00,54,7,47,16,0,0,10,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,20:00,40,7,33,4,0,1,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,21:00,4,1,3,2,1,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,22:00,2,0,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/8/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,0:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,1:00,0,0,0,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,3:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,4:00,4,1,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,5:00,24,5,19,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,6:00,63,9,54,8,0,2,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,7:00,90,20,70,22,3,0,3,16,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,8:00,81,22,59,37,1,2,18,16,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,9:00,61,15,46,20,0,1,11,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,10:00,58,11,47,8,2,1,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,11:00,45,7,38,15,0,0,14,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,12:00,45,11,34,10,1,2,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,13:00,35,4,31,6,0,1,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,14:00,27,6,21,7,1,0,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,15:00,53,5,48,9,0,0,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,16:00,104,9,95,24,1,1,12,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,17:00,154,20,134,42,3,3,21,15,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,18:00,143,24,119,28,2,1,18,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,19:00,73,12,61,20,0,5,12,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,20:00,16,5,11,9,0,0,5,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,21:00,12,2,10,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,22:00,3,0,3,1,0,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/8/2015,23:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,0:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,1:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,3:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,4:00,7,3,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,5:00,17,4,13,4,0,0,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,6:00,55,12,43,8,1,1,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,7:00,101,22,79,21,0,3,7,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,8:00,64,11,53,24,1,0,13,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,9:00,49,12,37,13,0,0,8,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,10:00,39,8,31,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,11:00,35,12,23,9,2,1,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,12:00,34,11,23,7,0,3,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,13:00,27,3,24,5,1,1,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,14:00,41,7,34,4,0,0,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,15:00,49,10,39,9,3,0,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,16:00,78,14,64,26,1,3,12,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,17:00,140,27,113,32,1,3,15,13,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,18:00,135,35,100,35,0,2,14,19,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,19:00,57,13,44,14,1,2,3,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,20:00,27,9,18,9,1,1,1,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,21:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,22:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/8/2015,23:00,4,0,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,2:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,4:00,4,1,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,5:00,18,4,14,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,6:00,61,11,50,13,0,0,6,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,7:00,80,15,65,14,1,1,3,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,8:00,74,10,64,21,2,0,11,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,9:00,43,6,37,20,2,0,10,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,10:00,34,2,32,13,2,2,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,11:00,31,8,23,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,12:00,30,7,23,10,0,0,3,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,13:00,34,12,22,9,4,0,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,14:00,37,2,35,6,0,0,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,15:00,46,5,41,8,2,0,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,16:00,85,9,76,11,2,0,7,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,17:00,156,12,144,30,0,1,15,14,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,18:00,135,22,113,25,0,0,17,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,19:00,94,14,80,22,2,2,14,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,20:00,27,10,17,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,21:00,10,4,6,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,22:00,0,0,0,2,0,1,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/8/2015,23:00,1,0,1,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,1:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,2:00,3,2,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,3:00,4,1,3,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,4:00,6,3,3,2,0,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,5:00,11,4,7,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,6:00,31,6,25,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,7:00,78,14,64,20,1,1,3,15,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,8:00,70,4,66,23,0,1,13,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,9:00,43,3,40,21,2,0,10,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,10:00,47,1,46,10,1,0,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,11:00,42,11,31,10,2,0,2,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,12:00,43,9,34,7,0,0,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,13:00,37,4,33,15,2,5,5,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,14:00,52,8,44,5,0,1,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,15:00,64,7,57,18,0,0,13,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,16:00,103,8,95,19,0,0,13,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,17:00,116,11,105,24,0,1,15,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,18:00,71,6,65,21,3,0,11,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,19:00,34,7,27,14,0,0,8,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,20:00,22,5,17,6,0,0,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,21:00,13,2,11,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,22:00,3,1,2,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/8/2015,23:00,4,0,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,3:00,2,2,0,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,5:00,3,2,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,6:00,17,4,13,4,1,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,7:00,82,18,64,7,1,0,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/8/2015,8:00,106,19,87,13,0,1,8,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
