Date,Hour,Total_I90,Ped_I90,Bike_I90,Total_SR520,Ped_EB_SR520,Ped_WB_SR520,Bike_EB_SR520,Bike_WB_SR520,I90 Location,SR520 Location
4/3/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,5:00,10,3,7,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,6:00,21,6,15,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,7:00,52,10,42,9,0,0,2,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,8:00,49,4,45,58,24,19,8,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,9:00,33,5,28,30,7,17,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,10:00,26,3,23,8,1,2,5,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,11:00,37,4,33,3,0,0,3,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,12:00,28,11,17,10,1,2,6,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,13:00,17,7,10,7,0,1,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,14:00,26,5,21,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,15:00,41,4,37,12,0,0,8,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,16:00,68,13,55,16,0,0,14,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,17:00,91,13,78,22,1,0,8,13,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,18:00,41,7,34,15,0,0,6,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,19:00,17,0,17,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,20:00,13,2,11,3,1,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,21:00,3,0,3,2,1,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,22:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
4/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,1:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,5:00,7,1,6,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,6:00,12,0,12,5,0,0,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,7:00,42,4,38,9,0,0,1,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,8:00,44,8,36,800,482,305,7,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,9:00,26,3,23,62,32,16,9,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,10:00,17,7,10,13,3,5,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,11:00,38,12,26,2,0,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,12:00,27,11,16,7,3,0,4,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,13:00,24,7,17,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,14:00,34,7,27,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,15:00,44,7,37,8,0,0,5,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,16:00,54,6,48,10,0,1,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,17:00,92,17,75,24,1,1,11,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,18:00,52,5,47,8,1,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,19:00,22,1,21,5,0,1,0,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,20:00,1,0,1,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,21:00,5,0,5,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,22:00,1,0,1,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,4:00,4,1,3,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,5:00,9,0,9,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,6:00,16,0,16,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,7:00,62,7,55,11,0,1,5,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,8:00,45,2,43,13,0,0,7,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,9:00,37,10,27,9,0,0,2,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,10:00,35,9,26,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,11:00,28,10,18,6,1,3,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,12:00,40,5,35,4,2,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,13:00,37,4,33,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,14:00,30,3,27,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,15:00,42,6,36,7,0,0,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,16:00,82,22,60,27,4,2,12,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,17:00,84,9,75,19,0,2,11,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,18:00,51,8,43,5,0,0,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,19:00,11,0,11,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,20:00,4,0,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,21:00,5,2,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,22:00,0,0,0,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
6/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,5:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,6:00,7,3,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,7:00,24,4,20,4,0,1,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,8:00,114,18,96,13,1,0,7,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,9:00,157,26,131,14,2,0,8,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,10:00,239,35,204,14,0,1,6,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,11:00,171,22,149,11,2,0,4,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,12:00,162,30,132,16,0,3,9,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,13:00,159,15,144,17,2,0,7,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,14:00,110,16,94,11,0,1,3,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,15:00,142,16,126,22,1,1,15,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,16:00,80,11,69,14,0,0,10,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,17:00,43,12,31,10,1,1,7,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,18:00,16,5,11,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,19:00,5,0,5,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,20:00,2,0,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,21:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,22:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
7/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,5:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,6:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,7:00,12,1,11,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,8:00,48,4,44,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,9:00,58,12,46,14,0,3,6,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,10:00,135,19,116,7,0,1,0,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,11:00,179,27,152,15,2,0,11,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,12:00,173,22,151,19,0,0,8,11,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,13:00,192,27,165,9,0,0,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,14:00,180,19,161,10,0,0,5,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,15:00,128,14,114,24,0,1,17,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,16:00,114,10,104,11,0,0,7,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,17:00,72,14,58,16,0,1,8,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,18:00,14,2,12,2,1,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,19:00,12,5,7,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,20:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,21:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,22:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
8/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,1:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,4:00,4,0,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,5:00,5,0,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,6:00,15,1,14,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,7:00,53,6,47,10,0,0,2,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,8:00,43,3,40,15,0,1,7,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,9:00,31,7,24,10,0,1,6,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,10:00,20,2,18,7,0,0,2,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,11:00,22,2,20,5,1,1,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,12:00,26,12,14,3,1,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,13:00,37,9,28,7,3,1,3,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,14:00,53,8,45,6,1,1,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/4/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,15:00,52,6,46,11,0,3,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,16:00,76,3,73,13,0,0,10,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,17:00,108,4,104,30,2,1,21,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,18:00,86,10,76,12,2,1,5,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,19:00,26,0,26,17,0,1,11,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,20:00,5,2,3,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,21:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,22:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
9/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,1:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,4:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,5:00,8,0,8,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,6:00,36,7,29,4,0,0,0,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,7:00,64,9,55,11,0,0,4,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,8:00,53,11,42,15,1,3,4,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,9:00,27,3,24,13,0,0,7,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,10:00,15,2,13,5,0,1,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,11:00,14,2,12,4,2,1,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,12:00,24,9,15,3,1,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,13:00,17,3,14,5,1,1,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,14:00,18,4,14,3,1,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,15:00,35,6,29,4,0,1,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,16:00,70,9,61,15,2,2,3,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,17:00,118,11,107,28,3,1,12,12,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,18:00,90,14,76,14,0,2,6,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,19:00,26,1,25,11,0,0,5,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,20:00,10,0,10,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,21:00,1,0,1,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,22:00,1,0,1,2,0,1,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
10/3/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,0:00,1,1,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,4:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,5:00,6,1,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,6:00,14,5,9,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,7:00,25,0,25,6,0,1,0,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,8:00,24,3,21,12,0,2,4,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,9:00,12,3,9,5,1,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,10:00,22,9,13,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,11:00,21,8,13,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,12:00,6,2,4,2,1,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,13:00,7,1,6,3,1,1,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,14:00,5,2,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,15:00,20,4,16,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,16:00,23,3,20,10,0,1,7,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,17:00,42,4,38,10,0,0,6,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,18:00,23,2,21,6,0,0,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,19:00,8,3,5,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,20:00,9,1,8,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,21:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,22:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
11/3/2015,23:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,4:00,2,0,2,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,5:00,14,1,13,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,6:00,22,2,20,4,1,1,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,7:00,46,1,45,6,0,0,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,8:00,32,2,30,12,1,0,5,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,9:00,31,6,25,8,0,0,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,10:00,24,4,20,2,1,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,11:00,30,11,19,7,0,5,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,12:00,41,13,28,3,2,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,13:00,27,4,23,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,14:00,34,1,33,2,0,2,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,15:00,43,12,31,7,0,1,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,16:00,56,10,46,14,0,1,11,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,17:00,99,18,81,17,1,0,11,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,18:00,118,11,107,20,2,0,10,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,19:00,39,3,36,7,3,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,20:00,10,4,6,4,0,1,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,21:00,5,0,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,22:00,5,2,3,3,0,0,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
12/3/2015,23:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,4:00,2,0,2,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,5:00,8,0,8,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,6:00,22,0,22,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,7:00,64,8,56,12,0,1,2,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,8:00,46,1,45,10,0,0,6,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,9:00,46,1,45,13,0,1,8,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,10:00,38,5,33,10,0,1,5,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,11:00,23,3,20,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,12:00,54,3,51,8,1,0,2,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,13:00,42,6,36,6,0,1,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,14:00,64,2,62,6,0,1,1,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,15:00,79,4,75,12,1,0,8,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,16:00,117,11,106,23,1,0,14,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,17:00,122,12,110,22,0,4,9,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
